formula,predicted_log_conductivity,predicted_conductivity
Li2Ge2TiClAl4,-6.328013,4.698801e-07
Li5P6ClN7Ge4,-6.3289914,4.6882266e-07
Li7P7Ge7N5Al6,-6.3329906,4.6452527e-07
Li4S6Zr6La5N2,-6.333227,4.6427238e-07
LiTi4PF2Cl5,-6.3332605,4.642367e-07
Li3P2GeZr5Al7,-6.3334317,4.6405376e-07
LiZr3N,-6.333499,4.639819e-07
LiZr3N,-6.333499,4.639819e-07
Li3GeTi3F2P2,-6.335686,4.61651e-07
Li4Ge2Si4Zr6Ti7,-6.336834,4.6043257e-07
Li4Zr5Cl5La2,-6.3369694,4.6028902e-07
Li5Ti5Al4S3Ge,-6.337409,4.598233e-07
Li3Si5Zr5,-6.337655,4.5956287e-07
LiFNZr4Al4,-6.338888,4.5825988e-07
Li6Ti3Cl7,-6.338946,4.58199e-07
Li4Al5Zr6Si7F5,-6.339058,4.580808e-07
Li2Br6S5Al5O3,-6.339436,4.5768212e-07
Li4Zr4Si5,-6.3396335,4.5747413e-07
Li7N6Zr4O5Ti3,-6.340023,4.5706395e-07
Li5P3Ge2Si4,-6.3401113,4.5697112e-07
Li6Zr7Ti7Ge6,-6.341246,4.5577855e-07
Li4SLa2F2Br,-6.3421397,4.548417e-07
Li7Si2Cl2LaS2,-6.3432975,4.5363078e-07
LiSi2Ge7Ti7,-6.343676,4.532355e-07
Li2Zr6Br6Cl5,-6.344517,4.523585e-07
Li7Cl6Al6Zr3S7,-6.3461547,4.5065616e-07
Li5Si5Zr4,-6.347165,4.496089e-07
Li5P6Br6Ge3Si,-6.347554,4.4920625e-07
Li2NZrSi3,-6.3476524,4.4910468e-07
Li5P3Ge7N3Si2,-6.348125,4.4861628e-07
Li3Ti7La2,-6.3488183,4.4790065e-07
Li2Al2Cl3,-6.3490744,4.4763664e-07
Li6BrGe7,-6.3494134,4.4728733e-07
Li3Ge5Zr2,-6.349975,4.4670918e-07
LiGeZr,-6.3502326,4.4644443e-07
Li3Si6Zr5,-6.3505216,4.4614748e-07
Li6Al4S5ClSi2,-6.350956,4.4570143e-07
LiPTi4,-6.351728,4.4490986e-07
Li5Zr6Ti3Si7,-6.3522778,4.44347e-07
Li4SAl,-6.3524337,4.441875e-07
Li7Cl3Si7S,-6.3537855,4.4280702e-07
Li7Br2Ge2Ti6F7,-6.3551726,4.4139495e-07
Li6F4Zr2N4Ge3,-6.3553743,4.4119e-07
Li4Zr6Al5,-6.355696,4.4086315e-07
Li5Ge3F,-6.3557086,4.4085056e-07
Li6S7O4GeBr5,-6.3560343,4.405201e-07
Li5Ti5N3,-6.356372,4.4017779e-07
LiAl2Zr7N,-6.3565,4.4004778e-07
Li7Si6Zr2Ti7S2,-6.3572035,4.393357e-07
Li6Zr4ClN4,-6.357236,4.393029e-07
Li4Zr3Al2O2Cl3,-6.357528,4.3900735e-07
Li7AlS4,-6.358797,4.3772658e-07
Li3Zr2AlS5Si5,-6.361517,4.3499378e-07
Li5Br2Al6PSi2,-6.3615274,4.3498326e-07
Li3P5F2Ge2,-6.365335,4.3118635e-07
LiOCl3Al4Br6,-6.3654857,4.310368e-07
Li4OLa5SCl7,-6.3655252,4.3099752e-07
Li7SiTi2F2Ge7,-6.3655744,4.3094877e-07
Li5Cl3Ti3Br7,-6.365993,4.3053353e-07
Li2Ge2Si7N3La2,-6.367472,4.2906967e-07
Li7N2Ti6Cl,-6.36757,4.2897312e-07
Li7N2Ti4Al4,-6.367768,4.287777e-07
Li3GeLa2Zr5,-6.3691134,4.2745123e-07
Li6Ti7S3Br2Zr,-6.369567,4.2700512e-07
Li2P3Cl4,-6.3696485,4.2692497e-07
LiTiCl2Al2,-6.3708014,4.2579305e-07
Li2Zr7F3Si7,-6.3725114,4.2411986e-07
Li5Al5Ge6La7,-6.3726425,4.2399182e-07
Li7Cl6Ge5Br2,-6.3726625,4.2397227e-07
Li2Zr6Al4La3Ti4,-6.372807,4.2383124e-07
Li6N4Zr5Ti2,-6.373108,4.2353773e-07
Li7O3N3Cl,-6.3732715,4.2337825e-07
Li7Ti6N6,-6.3737426,4.2291921e-07
Li3Br2La,-6.373983,4.2268525e-07
Li6LaGe7,-6.3740335,4.2263605e-07
Li2Ge4Si2Br5Cl7,-6.3758645,4.208579e-07
Li4ClBr3Zr5,-6.37606,4.206685e-07
Li7S3Ti,-6.376473,4.202687e-07
Li6Ge4La7Al5Br6,-6.3766837,4.200648e-07
Li6TiS6,-6.3768253,4.1992783e-07
Li6F2Br2Ti7,-6.376915,4.1984117e-07
Li6Si7Ti6Zr5,-6.3769636,4.1979416e-07
Li2TiSi5Zr2,-6.3772635,4.1950435e-07
LiCl6S7La2F,-6.3772984,4.1947072e-07
Li6GeAl7P3Si2,-6.377605,4.1917468e-07
Li5N4ZrGe4Si,-6.377894,4.1889587e-07
Li4Zr5Br3,-6.3783517,4.1845456e-07
Li5PLa5Si7,-6.3783994,4.1840863e-07
Li5N5Br3,-6.378436,4.1837325e-07
Li2Zr7N,-6.379258,4.1758207e-07
Li5Zr4La6S5,-6.3800325,4.1683816e-07
Li5P2Al2O,-6.3806143,4.1628016e-07
Li5ClS4Al3,-6.381294,4.1562936e-07
Li7Cl7La,-6.3813014,4.1562205e-07
Li5Ge4Ti4S4,-6.3814077,4.155203e-07
LiLa3S4N5,-6.3814697,4.1546102e-07
Li7Al4N7FZr5,-6.381812,4.1513363e-07
Li3Zr5AlLa2,-6.382624,4.143581e-07
Li4Ge2Ti5O,-6.3838487,4.1319146e-07
Li4Ti7P7,-6.383926,4.1311796e-07
Li7Ge6O2,-6.3848233,4.122652e-07
Li2Zr2O7N6,-6.3855658,4.1156102e-07
Li7Zr6Al5,-6.386645,4.105397e-07
LiZr4La4S7,-6.3866835,4.105032e-07
Li7La7Ge7O5,-6.3872185,4.099978e-07
Li4Ti2S7,-6.3879523,4.0930558e-07
Li7Br3Si4Al2,-6.3880324,4.092301e-07
Li7N2P6Al5,-6.3885,4.0878956e-07
LiS3Al3Zr6Si3,-6.3890724,4.082513e-07
LiLa5Br,-6.389098,4.082271e-07
Li7La2PAl3O5,-6.389382,4.079605e-07
Li2OGeS4,-6.389657,4.0770212e-07
Li4Ge5Br3O2,-6.3899374,4.07439e-07
Li3Br3N3F5Ti6,-6.391154,4.062994e-07
Li6F5La2Si4,-6.392333,4.051977e-07
LiAl2P6Ti6,-6.3923807,4.051532e-07
Li3OCl2,-6.3925915,4.0495664e-07
Li7Zr6F3Ge6N7,-6.392631,4.0491975e-07
Li5FZr4P2,-6.3935738,4.0404174e-07
Li5ZrBr7La6,-6.394613,4.0307626e-07
Li5FGe5Si2,-6.3953953,4.0235065e-07
LiLa6Cl4P6,-6.395674,4.0209233e-07
Li7Ti6Zr3La5Si6,-6.3974853,4.0041905e-07
Li7La6Ge2Si5,-6.397988,3.9995595e-07
Li5La5S2Br4Ti4,-6.398279,3.9968774e-07
Li2Si2LaZr3,-6.399044,3.9898444e-07
Li6Al3Br7,-6.39987,3.9822643e-07
Li3Zr6Si7,-6.4003096,3.978235e-07
Li7F5La2Al7Si3,-6.4025264,3.9579803e-07
Li3TiCl4Ge6F,-6.403312,3.950825e-07
LiBr4Zr3,-6.404151,3.943202e-07
Li7N2S5Zr6O4,-6.4050217,3.9353043e-07
Li5P4Si3Br5,-6.405077,3.9348032e-07
Li4GeAl4F2S6,-6.405231,3.933408e-07
Li5Si5Br6,-6.4065404,3.9215666e-07
Li5Ge3O4Zr6Cl7,-6.406763,3.9195564e-07
Li3Si4La5Ge6P,-6.406777,3.9194316e-07
Li6AlGe5O3,-6.4085126,3.9037985e-07
LiGeSiO6Cl4,-6.408577,3.9032201e-07
Li7S7Ti5,-6.411546,3.8766248e-07
Li7S6PSi6,-6.411763,3.8746887e-07
Li3Si3FZr,-6.4127297,3.866075e-07
Li7Cl5Si5PAl5,-6.41286,3.8649162e-07
Li4Cl3GeAl4Br7,-6.413166,3.8621928e-07
Li6P6S2Al4La7,-6.413384,3.8602553e-07
Li2O3Si3La,-6.4135046,3.8591833e-07
Li2Cl2P3,-6.4156585,3.840091e-07
Li2P3Cl2,-6.4156585,3.840091e-07
Li3ClGe3,-6.415904,3.8379204e-07
Li3AlTi2Br3,-6.417311,3.8255052e-07
Li6Al5N3F7Zr6,-6.4185667,3.814462e-07
Li3Cl2S7,-6.418932,3.8112552e-07
Li6O6Zr5Al3N5,-6.418985,3.8107908e-07
Li6Zr7N3F2Ti5,-6.4189854,3.8107865e-07
Li5N4Ge3,-6.420062,3.8013508e-07
Li5Br5SZr5,-6.4206805,3.7959413e-07
Li6Ti2SiO6P6,-6.4210324,3.7928666e-07
LiLaGe6,-6.4210835,3.792421e-07
Li3P2NGeO2,-6.421382,3.7898153e-07
LiZr6Cl6,-6.421889,3.7853948e-07
Li2Br3La7,-6.421964,3.784738e-07
Li3Ti3P,-6.4226456,3.7788047e-07
LiN3Ti5,-6.422694,3.7783815e-07
Li5Ge2Al2Br5Si,-6.42274,3.7779833e-07
Li7Al5Cl7,-6.423044,3.7753375e-07
Li2AlZr2Ge2,-6.4231777,3.774177e-07
Li6AlP6,-6.4232135,3.7738664e-07
Li7SZr4Si2,-6.423513,3.7712653e-07
Li5Zr4S2Cl,-6.4247236,3.7607666e-07
Li2Ti3Br5,-6.4253325,3.7554972e-07
Li3S7La6ClP7,-6.42569,3.752406e-07
Li6N5P4,-6.426153,3.7484077e-07
Li4P7Ti7Al4O6,-6.426434,3.7459844e-07
Li3LaAl2Ti2,-6.42802,3.7323298e-07
Li7Si3O5Ti2Ge6,-6.428305,3.7298798e-07
Li6Cl4Br5Al3Ge,-6.4288206,3.7254557e-07
Li7Br4Al7P5,-6.4299903,3.7154354e-07
Li2P3F2TiZr5,-6.430335,3.7124872e-07
Li5Zr5Ge5Al,-6.4306993,3.709374e-07
Li4La4Br4AlCl,-6.43095,3.7072326e-07
Li3P4Zr2Ge6N,-6.4313874,3.703502e-07
Li6Br7S6F,-6.4316545,3.7012256e-07
Li7Ge7S2Ti6,-6.4316707,3.7010872e-07
Li2Br7Ti5,-6.4326963,3.6923566e-07
Li4Al3Ge7P7Ti6,-6.4343376,3.6784292e-07
Li6S2Ge4N5,-6.434857,3.6740335e-07
Li7S3Cl2N6,-6.43488,3.67384e-07
Li5Ge4Cl6N3,-6.4349203,3.673497e-07
Li7PO4Al5Zr,-6.4351096,3.671896e-07
Li7Ti5S5,-6.4352493,3.670715e-07
Li7Ge4Ti6F7,-6.4365325,3.6598854e-07
Li2S7La2Al2,-6.436711,3.658383e-07
Li4Al2Ti2Cl5,-6.4375176,3.6515928e-07
Li4Al7Zr5,-6.437519,3.651581e-07
Li7Si2Cl5,-6.4386206,3.6423313e-07
Li5O2Cl4,-6.4395247,3.6347566e-07
Li5Cl4O2,-6.4395247,3.6347566e-07
LiZr6F5Si6S,-6.439988,3.6308796e-07
Li5N2O,-6.440772,3.6243318e-07
Li7Zr4Ti5N4,-6.443115,3.6048297e-07
LiTi7Ge3,-6.443253,3.603686e-07
Li3Br5Si6P3Cl,-6.44351,3.601554e-07
Li6TiLa4Cl7Al5,-6.4441204,3.5964962e-07
Li7F4Br2OGe2,-6.44455,3.59294e-07
Li6Cl5Ti5Si,-6.4458313,3.5823555e-07
Li6Ti7NFSi2,-6.4459,3.5817894e-07
Li6Al6F7Ge6Ti5,-6.446063,3.5804447e-07
Li3Zr5P2OCl4,-6.4463243,3.578291e-07
Li7Zr6Br4O5N3,-6.4471602,3.5714103e-07
Li3SiP3,-6.448841,3.5576147e-07
Li2P6Si7Ti4La,-6.4497657,3.550049e-07
Li5BrS4F2Cl2,-6.4498115,3.5496745e-07
Li7O7Br7P5Zr7,-6.4501576,3.5468463e-07
Li7Ge3Br,-6.4513445,3.5371664e-07
Li7Ge2Ti7S3,-6.45195,3.5322378e-07
Li2P7Cl6Br2Al,-6.4521146,3.5309e-07
Li7Ti4S4BrO3,-6.4522567,3.529745e-07
Li7Cl7SF2,-6.4528913,3.5245904e-07
Li5Al4Zr4,-6.4529915,3.5237778e-07
Li7O7La3Ge7Al7,-6.4533715,3.5206955e-07
Li7TiFSi3,-6.453449,3.5200694e-07
Li7Zr2O2,-6.4538074,3.517164e-07
Li2Zr7Cl4O,-6.4541616,3.514296e-07
Li2Al3Br3,-6.454286,3.513289e-07
Li2Zr5NAl5F4,-6.45475,3.509538e-07
Li3Ti2N5Cl3Al7,-6.4552255,3.5056982e-07
Li7Zr6N7Ti2S5,-6.4557295,3.5016322e-07
Li7Br4SiZr6N,-6.4558454,3.500698e-07
Li5Si2N2Br6,-6.4565616,3.4949295e-07
Li4Br6ZrCl6N5,-6.456718,3.4936713e-07
Li7Ge4Zr5PO6,-6.4583554,3.4805234e-07
Li5Cl7O2Br,-6.4586782,3.4779373e-07
Li7Al7O3N2Br,-6.4593344,3.472687e-07
Li5Br5O,-6.4596624,3.4700645e-07
Li6Si4Al2Zr7,-6.461245,3.4574424e-07
LiLaTiZr7Al,-6.461443,3.4558673e-07
Li3Cl3STi7,-6.4625964,3.4467007e-07
Li5Br3Al2Ti2,-6.462877,3.4444764e-07
Li2F4SZr7La2,-6.463467,3.4397976e-07
Li3AlZr,-6.464122,3.434616e-07
Li6Cl7Br4,-6.466841,3.4131767e-07
LiClTiSO,-6.4671216,3.410974e-07
LiN3Cl4F7Ti4,-6.4682217,3.402345e-07
Li5F2TiCl6La5,-6.468813,3.397716e-07
Li7Ge4TiZr5Si,-6.4690914,3.395538e-07
Li7Zr6N4,-6.469232,3.3944383e-07
Li5S6P6,-6.470322,3.385929e-07
Li4S2F3La5Cl6,-6.4706354,3.3834877e-07
LiBr2La2,-6.471362,3.3778306e-07
Li2Ti6Cl3Zr,-6.4714527,3.377126e-07
Li7Zr7Br4Cl2,-6.4723225,3.3703697e-07
Li7P2Si7,-6.4724426,3.369437e-07
Li2Ge5ZrN4P4,-6.4727917,3.3667303e-07
Li5Cl2TiSiLa3,-6.473491,3.361312e-07
Li6Si3Br2Ti5,-6.47356,3.3607805e-07
Li4Al7Br5LaS5,-6.473933,3.3578925e-07
Li6Zr2Ti3Al6,-6.474349,3.3546792e-07
Li2Zr5S2Al7Br,-6.4748993,3.3504313e-07
Li5Ti6S4F2O4,-6.4750104,3.3495743e-07
Li3Ti5O3Al2,-6.4753246,3.3471514e-07
Li6Si3Cl2La6Al6,-6.475587,3.345131e-07
Li7Zr5Ge4Br,-6.4756064,3.3449803e-07
Li2La3Ti5P7,-6.4759245,3.3425314e-07
Li5Zr5Al6Ge2,-6.4762053,3.3403705e-07
Li2F3Br7Ge2,-6.47629,3.3397177e-07
Li7N4TiSi4,-6.4766655,3.3368332e-07
Li7Zr5S2Ge6,-6.47679,3.335877e-07
Li7La2Cl,-6.477708,3.328834e-07
Li3Ge6Si2Cl7,-6.477853,3.3277232e-07
Li3Al6PCl2,-6.4783697,3.323765e-07
Li7Br4S7,-6.4790764,3.3183608e-07
Li3BrGe2,-6.4795203,3.3149706e-07
Li3Ge2Br,-6.4795203,3.3149706e-07
Li5O2Zr3,-6.4801426,3.3102242e-07
LiTi5O4Si3Ge5,-6.480846,3.3048676e-07
LiP2Ti,-6.4810205,3.30354e-07
LiP2Ti,-6.4810205,3.30354e-07
LiCl4Si5O6Zr5,-6.48185,3.2972346e-07
Li2Zr5Cl3,-6.481939,3.2965613e-07
Li3Ti4S6,-6.4821553,3.2949185e-07
Li5La2Br6F3,-6.4823155,3.2937032e-07
Li3Al5P7La7N4,-6.483232,3.2867598e-07
Li5Br5Zr,-6.4839463,3.2813585e-07
Li3P7Ti7F5Ge6,-6.484844,3.2745814e-07
Li5F4Ti4Ge6Br3,-6.4852633,3.2714226e-07
Li6BrSi6F,-6.48544,3.270094e-07
Li4LaTi3S5,-6.4856334,3.2686364e-07
Li5P7Cl3,-6.4857817,3.2675206e-07
Li7Zr4Ge6Ti7N,-6.486721,3.2604606e-07
Li5LaCl3,-6.4867406,3.260314e-07
Li3Ge4Zr4F3S,-6.487028,3.258156e-07
Li5P4Si2,-6.487636,3.2535982e-07
Li2Ge2Zr2O,-6.4876423,3.2535516e-07
Li3N5P6Zr6O5,-6.488246,3.2490323e-07
Li3S4F5Zr4Br7,-6.4882784,3.2487898e-07
Li7OSi7Ti2,-6.488622,3.246219e-07
Li2Zr6TiSi6,-6.4888525,3.244498e-07
Li3LaF,-6.4889336,3.2438925e-07
Li7O4ClBr,-6.488964,3.2436645e-07
Li7Br4Si4N2,-6.4891644,3.242169e-07
Li2TiN,-6.4898105,3.2373492e-07
LiCl7S5Br5P2,-6.4898906,3.236752e-07
LiLa3P2Cl4,-6.491418,3.225389e-07
Li2ZrS2,-6.4915996,3.2240402e-07
Li3Al2Ti2Ge2,-6.491696,3.223325e-07
Li6N4Zr,-6.4921165,3.2202053e-07
Li6S3Al5Zr3,-6.492788,3.215231e-07
Li5ClP6O,-6.4931026,3.2129017e-07
LiZr3P6,-6.4934993,3.209968e-07
Li7Ti3Br3,-6.494838,3.200087e-07
Li6S4SiBr6,-6.4950643,3.1984217e-07
LiAl6OZr6Ge2,-6.4951,3.1981585e-07
Li4NS2O2Ge2,-6.496392,3.18866e-07
Li2GeLa2Zr6Ti7,-6.497098,3.1834793e-07
Li2GeSCl2O7,-6.497145,3.1831334e-07
Li3N2Zr6F,-6.4997272,3.1642642e-07
Li7S2Ti4Ge7,-6.5000916,3.161611e-07
Li6Br6La5,-6.50047,3.1588561e-07
Li4ZrS,-6.501652,3.1502734e-07
LiAlCl3,-6.5021033,3.1469995e-07
Li6Zr7La6Si3F,-6.5025663,3.1436463e-07
Li6PSi6,-6.5039268,3.1338143e-07
LiLa3Br,-6.5039883,3.1333704e-07
Li4Al2La3Cl7,-6.505105,3.1253236e-07
Li4Ge5La2Al5Cl2,-6.505207,3.1245892e-07
Li2Ti2S3,-6.5055556,3.1220824e-07
LiTi5LaP6,-6.5056477,3.121421e-07
Li2P5F3N2Ti5,-6.506036,3.1186323e-07
Li3NCl3Ge7Ti,-6.5062118,3.1173693e-07
Li3Si4S7Ti3,-6.50625,3.1170953e-07
Li2N2SiBr,-6.5071373,3.1107328e-07
Li3La7Br3,-6.507591,3.1074865e-07
Li2Ti5Ge2Zr6,-6.508525,3.1008096e-07
Li6GeSi,-6.5085344,3.1007414e-07
LiClGe6La6Si4,-6.508649,3.0999246e-07
Li7Al7Si2PTi2,-6.509835,3.0914714e-07
Li3Al2Ti3Ge3,-6.509971,3.0905008e-07
Li5Si4Br5,-6.5101,3.0895848e-07
Li2La3O6Ge5Si4,-6.5104074,3.0873974e-07
Li5O6Si6La4,-6.5104556,3.0870552e-07
Li7OLa,-6.510579,3.0861773e-07
LiSP,-6.510672,3.0855168e-07
Li7Ti6LaO,-6.5113344,3.0808147e-07
Li3La5Br4,-6.512391,3.073328e-07
Li2S2N,-6.5124516,3.0728995e-07
Li3S4Ge5TiO3,-6.512528,3.0723598e-07
Li7Si6N6Cl5P,-6.512599,3.071857e-07
Li7Zr7Cl5S4,-6.5126863,3.07124e-07
Li3Ge6Cl2,-6.513384,3.0663105e-07
Li3Ge6Cl2,-6.513384,3.0663105e-07
Li2Cl7ZrSi6Br6,-6.514397,3.0591647e-07
Li6Cl4Si5Al2Ge5,-6.5149164,3.055509e-07
Li4P3Si,-6.5153093,3.052746e-07
Li2Br2Al2P7,-6.5153527,3.052441e-07
Li5P6Si3GeO,-6.5160007,3.0478898e-07
Li7Ge7TiP5O4,-6.5161405,3.0469093e-07
LiZr6Cl5,-6.517212,3.0394017e-07
Li5FN2Ge3Br6,-6.518878,3.0277639e-07
Li6P3F5Zr5Si2,-6.5191765,3.0256837e-07
Li4Br4FO,-6.519291,3.0248864e-07
Li6SiF3,-6.519374,3.0243086e-07
Li6Zr7Ge7TiAl7,-6.5195003,3.0234287e-07
Li4NO5Ti2Ge7,-6.520547,3.016151e-07
Li2Al2Ti3,-6.520549,3.0161377e-07
LiBr5La6,-6.5221376,3.0051237e-07
Li4La3N7,-6.5232472,2.9974555e-07
Li3La6TiBr7,-6.523662,2.9945937e-07
Li3Ti5Ge6,-6.5241446,2.991268e-07
Li4P3S5,-6.524271,2.9903978e-07
Li2Al2Cl7,-6.52494,2.985795e-07
Li3Br3Al2,-6.526172,2.977336e-07
Li3La5Ge6,-6.5273957,2.9689596e-07
Li2Si4Ti5N3,-6.528643,2.9604442e-07
LiZrBr,-6.528711,2.9599826e-07
LiBrZr,-6.528711,2.9599826e-07
Li7Ge2SiTi3,-6.528991,2.958072e-07
Li2Cl2F5La5P7,-6.529449,2.954956e-07
Li7PSi7,-6.5296187,2.9538012e-07
Li4LaSi6P2Al,-6.5296507,2.9535838e-07
Li4Cl6Si7,-6.5303545,2.9488012e-07
Li3AlCl2,-6.5303698,2.9486975e-07
Li2BrS7,-6.530389,2.9485682e-07
Li5N6Zr6,-6.5309916,2.944479e-07
Li5F2Ge5,-6.531086,2.9438388e-07
Li5La3Ti4Zr7,-6.531944,2.9380297e-07
Li6Cl2Zr7Br6,-6.5323143,2.9355243e-07
Li5Br3Al2N,-6.532526,2.9340939e-07
Li5Br4N5Si5Cl3,-6.533551,2.9271757e-07
Li2Br4Cl2Ti5N,-6.533709,2.926112e-07
Li3Br3Ge2Ti5Si,-6.5341816,2.9229298e-07
LiAlS3Ti2,-6.534317,2.9220186e-07
Li3PLa6S5,-6.5351076,2.9167043e-07
Li5FAl5TiS7,-6.536084,2.910153e-07
Li3Cl7P6FGe6,-6.536098,2.9100605e-07
LiO5Br2Zr5N5,-6.5362163,2.909268e-07
Li2Br4La5,-6.5362415,2.9090987e-07
Li4P3Si6La,-6.536357,2.908326e-07
Li6Si4Cl4P3Al6,-6.5364623,2.9076202e-07
Li5Al4Ge2Ti3N7,-6.5364623,2.9076202e-07
Li6Cl5FBr3Si4,-6.5370016,2.9040118e-07
Li5La6O5P7S3,-6.537484,2.900787e-07
Li3La7Cl5S5,-6.537995,2.8973778e-07
Li5S7Ti5,-6.5396795,2.8861604e-07
Li5Al7STiN5,-6.5399084,2.8846398e-07
Li5Br6Cl5Zr4F7,-6.5415983,2.873437e-07
Li3S5F,-6.541864,2.8716804e-07
Li7P5Ge7Br2Si6,-6.542858,2.8651138e-07
Li2Ge6Zr7N5Al7,-6.5430007,2.8641733e-07
Li2Ge3O2La3,-6.5446596,2.8532537e-07
Li6Ge7Ti6,-6.5461216,2.8436648e-07
Li2Si7LaO2,-6.5462537,2.8428002e-07
Li7Al7Ti6Ge3,-6.5466623,2.8401263e-07
Li4P5Cl4Si3,-6.546929,2.8383838e-07
Li3NAlS4Ti7,-6.5477247,2.833187e-07
Li2ZrSi2,-6.5481787,2.8302273e-07
LiGeTi,-6.5485177,2.828019e-07
Li5S4Ge3,-6.5485353,2.8279038e-07
LiSN2Zr5,-6.548659,2.8270998e-07
Li5Br6Ti6Zr4,-6.5504885,2.8152147e-07
Li6N3ClS7,-6.550989,2.8119712e-07
Li5La5Zr7Si3S3,-6.551218,2.8104895e-07
Li4Ti5PZr3,-6.5517316,2.8071682e-07
Li3Ti6Si7Zr7,-6.5531597,2.7979522e-07
Li7S4Ti3Al4La3,-6.553353,2.7967081e-07
Li3Ge2O,-6.5534225,2.79626e-07
Li2GeP5,-6.5534534,2.7960604e-07
LiGe2Zr6O6Cl4,-6.553522,2.7956185e-07
LiZr4Cl4,-6.553695,2.7945043e-07
LiTi6P5,-6.5540743,2.7920663e-07
Li7Cl6S3Si4Al6,-6.554831,2.7872053e-07
LiNBrTi,-6.556885,2.774056e-07
Li7O3S7,-6.5576944,2.7688893e-07
Li6N6Zr3Si,-6.5588493,2.7615357e-07
Li3ClSGe6Br,-6.559352,2.7583417e-07
Li3Zr2Br4,-6.5594764,2.7575516e-07
Li5Ti5SBr5,-6.560246,2.752669e-07
Li3GeZrSi5S6,-6.5606546,2.7500803e-07
Li5Cl3Br3La5N,-6.561255,2.7462812e-07
Li3BrZr4,-6.5622478,2.7400105e-07
Li6Si7F2S2Cl3,-6.5623226,2.7395384e-07
Li5Si2OP2,-6.5624204,2.7389217e-07
Li6Si3La6Ge2Zr3,-6.562518,2.7383055e-07
Li6S2Br7Si5,-6.5632377,2.7337722e-07
Li2N6Ge5Zr5Si4,-6.564042,2.7287132e-07
Li4Ge3S4Ti7,-6.565825,2.717534e-07
Li7Ti3Ge2,-6.565917,2.7169582e-07
Li4Zr4N5,-6.567011,2.7101237e-07
Li4Ti5Ge6,-6.5676227,2.7063086e-07
Li5Zr6F5N4S2,-6.5686994,2.6996076e-07
Li3Zr2Al6P4Ge5,-6.5687637,2.6992075e-07
Li5Ge4N,-6.5704055,2.689023e-07
Li7Ge5S6,-6.5705533,2.688108e-07
Li7O5Ge3,-6.5706086,2.6877655e-07
Li5La2S4,-6.5706706,2.687382e-07
Li5La2S4,-6.5706706,2.687382e-07
Li6Al7OGe3P2,-6.57099,2.685406e-07
Li5Ti5Ge4,-6.5709963,2.6853675e-07
Li2TiAl6La4P3,-6.5712857,2.6835784e-07
Li4Zr5Ti6N2La6,-6.5718403,2.6801538e-07
Li6Ge5S6,-6.5718775,2.6799242e-07
Li5ClGe6Si4Br2,-6.573167,2.6719798e-07
Li3Ge6LaS3,-6.573892,2.6675212e-07
LiZr7Ge,-6.574015,2.6667658e-07
Li5Zr6Br7La6F2,-6.574927,2.6611733e-07
Li3O6Br6Ge2Ti6,-6.5749454,2.6610593e-07
Li7La3P3Al6,-6.5753922,2.658323e-07
Li6Ti4La5Cl3N2,-6.5757904,2.655887e-07
Li2N3Zr3F3Ti4,-6.5762186,2.6532697e-07
Li7Zr3Si4,-6.57789,2.6430786e-07
Li3Si3N7Ti7O4,-6.577963,2.6426346e-07
Li6Ti3GeAl7Zr2,-6.578169,2.6413815e-07
Li2P3Zr2Ge5Si2,-6.578873,2.6371015e-07
Li7Si2Ge3NO,-6.578962,2.636563e-07
Li5La5Zr4N6Br,-6.5790424,2.6360738e-07
Li3Al5FZr5P6,-6.579256,2.6347774e-07
Li4La7Br4S6O4,-6.579954,2.6305457e-07
Li5Zr2Br6,-6.58171,2.6199328e-07
Li6Zr2S7Al6,-6.582444,2.6155067e-07
Li3O3La3Ge3S,-6.582582,2.6146768e-07
Li7S6TiGeZr6,-6.5846224,2.6024213e-07
Li3Ge6F7Al6La3,-6.584703,2.6019384e-07
Li5La2Zr5Ti4Al3,-6.584795,2.6013873e-07
Li2Al6N5Zr2,-6.5864735,2.5913528e-07
Li5Zr6N4,-6.586862,2.589035e-07
Li5Si4Cl2N3,-6.5868917,2.5888588e-07
LiZr2Br3,-6.587216,2.5869267e-07
Li3Si5Cl,-6.587477,2.5853706e-07
Li4Br7La6,-6.588555,2.5789632e-07
Li5Si5GeBr3N5,-6.588939,2.576682e-07
Li5F4Zr3Ge7Br2,-6.588977,2.5764584e-07
Li5Br2Ge3,-6.5895753,2.5729108e-07
Li4S7Zr7,-6.590924,2.5649342e-07
Li5Si3La4N4,-6.5924,2.55623e-07
Li3Si3S5Ge3N2,-6.592488,2.5557136e-07
Li3LaS3,-6.5928264,2.553722e-07
Li3S3La,-6.5928264,2.553722e-07
Li3S3La,-6.5928264,2.553722e-07
Li7BrZrTi7Cl4,-6.593295,2.5509672e-07
Li7P4F2,-6.59432,2.5449555e-07
Li6BrAl4,-6.594889,2.5416213e-07
Li6AlZr5La2,-6.595921,2.5355897e-07
Li3Cl2Ti6F,-6.5972915,2.5276012e-07
Li7Ge7Zr3,-6.5988154,2.518747e-07
Li7Ge3ZrTi2,-6.599485,2.5148674e-07
LiF6Ti6P6,-6.6005387,2.5087724e-07
Li2Ti3Br,-6.6013346,2.5041794e-07
Li3Cl5Br5,-6.6022434,2.4989444e-07
Li3N3S2Al7Cl2,-6.6028023,2.4957308e-07
LiGe5P,-6.603072,2.4941804e-07
