formula,log_conductivity,predicted_conductivity
Li6La7Ge3,-7.7902703,1.6208010150519758e-08
LiGe2O,-7.7909894,1.6181195312549563e-08
Li4S7NLaO6,-7.793499,1.6087960822744104e-08
Li4P2N7Al3,-7.7935996,1.6084234638111588e-08
Li7N6Ti,-7.7941647,1.6063319589581285e-08
Li5Ge4O6Si7,-7.794559,1.6048742170790626e-08
Li2ClSi4La4,-7.7948785,1.6036939839231003e-08
LiBrO7F5,-7.797906,1.5925533867809216e-08
Li4P6N5,-7.79879,1.5893150647929138e-08
Li2La6Ti5N3,-7.7996836,1.5860482679634616e-08
Li7O5LaN7,-7.7998214,1.5855451006648408e-08
Li6Ge5F4Si6,-7.7998796,1.58533263528519e-08
LiAlS7Cl3Ge6,-7.8003464,1.5836295611356063e-08
Li4SAl3,-7.8005114,1.5830280125146335e-08
LiGe6Cl5,-7.8022485,1.576708830736577e-08
LiBrSi7Ge6P6,-7.803174,1.5733523748478434e-08
LiN7P4Br3Si4,-7.804187,1.569686777711943e-08
Li7Si3Al3,-7.8063393,1.561926883712344e-08
Li4PSi3O3Br5,-7.809541,1.5504544077033536e-08
Li4S6O7La3,-7.8106704,1.5464276277815746e-08
Li5Al7O,-7.8113832,1.543891584691058e-08
Li4O4Al2Br,-7.8114333,1.5437134923819956e-08
LiLa7PO2Ge4,-7.8115454,1.5433150808023505e-08
Li6Si3F2,-7.8122015,1.5409853147231657e-08
LiSAl2,-7.81341,1.536703215429187e-08
Li2SiLa7Ge,-7.814306,1.5335360862654736e-08
Li7SiP5O5,-7.814464,1.532978274361542e-08
Li6Zr6F7Ge3,-7.815823,1.5281887562197533e-08
Li2ZrSi3Al6,-7.815979,1.5276399243914518e-08
Li7F7Cl5La5,-7.816165,1.5269858055840913e-08
LiO4La2Zr3,-7.8175163,1.522241998812973e-08
Li4NO3,-7.818327,1.519403071489232e-08
LiGe6Cl4P2N4,-7.819668,1.5147187451933817e-08
Li5O5P2,-7.82015,1.5130385731690278e-08
Li7Al5La4,-7.820283,1.512575285403683e-08
Li2Cl5Zr2Ge5O5,-7.8206615,1.5112576072784395e-08
Li3Al7S3P3,-7.822374,1.5053101846591853e-08
Li6Zr5O4F,-7.822619,1.5044612284700223e-08
Li2P2Al6Cl5,-7.823473,1.5015057511609873e-08
LiNAl3,-7.8241725,1.4990892850745473e-08
Li5N3S6Ge6O7,-7.825911,1.4931003593948275e-08
Li2GeF7P5,-7.826955,1.489515407834041e-08
Li6F3AlO5Ti7,-7.8275976,1.4873130892196956e-08
Li7N6Al4S,-7.828283,1.4849676751079318e-08
Li2FGeBr2Si,-7.829175,1.4819208212809691e-08
Li7SCl7Zr4F7,-7.830455,1.4775595729571965e-08
LiTi2P2N2La7,-7.831003,1.4756963394915074e-08
LiBrO5,-7.834927,1.462422970591577e-08
Li3NF2,-7.8370457,1.4553059333897281e-08
Li4P4La7,-7.841783,1.4395176693780759e-08
Li7ZrLa3F4,-7.8420753,1.4385491342826423e-08
Li7Cl4F3S4Si4,-7.84246,1.437275425219093e-08
Li2O6P6La3,-7.8460684,1.4253830826194605e-08
Li2P2F,-7.84658,1.423704966343489e-08
LiN3Ge4,-7.847031,1.4222272647212638e-08
Li6N4F3Br2,-7.8471055,1.4219833130981655e-08
Li4Ge5P6F4,-7.851106,1.4089448696134557e-08
LiSP6N2Ge5,-7.8512216,1.4085698882152871e-08
Li2O4BrGe6Si6,-7.85145,1.407829301370554e-08
Li6Br2F6Ti,-7.851884,1.4064231294017562e-08
Li5S5F6BrO,-7.8527937,1.4034802320592689e-08
Li3Br2Si2La4F2,-7.8541317,1.3991629614248983e-08
LiLa2P5,-7.8562107,1.3924810703343156e-08
LiGe2P4FAl3,-7.8595223,1.3819034465883573e-08
Li6La6N6Ge,-7.8599844,1.3804338493482217e-08
Li2Si5S7Ge2,-7.8601637,1.379864050022015e-08
Li7S6Al4,-7.861375,1.3760208039083507e-08
LiSiAl,-7.861866,1.3744659961324675e-08
LiO6N6Br,-7.8619957,1.3740555796287128e-08
Li5Zr4Ti4F6,-7.863771,1.3684502082179355e-08
Li4S7Al3N6,-7.8639884,1.3677653581029965e-08
Li7O7LaP5,-7.8658366,1.361957012060476e-08
Li3Ti3ZrO7S2,-7.8662534,1.3606505451468616e-08
Li2S3Br2Cl7,-7.8668737,1.3587085239905799e-08
Li6La5ClCl4,-7.8687897,1.3527274407640144e-08
Li6O3F2,-7.8688583,1.352513784414008e-08
Li2N4SiP5,-7.8700113,1.3489277840976574e-08
Li2Cl7F5Ti7Zr5,-7.8702865,1.3480732778831546e-08
Li4SiAl5,-7.8704443,1.347583547227979e-08
Li6O4AlP7Si2,-7.8705587,1.3472286192667557e-08
Li3La4S3Al,-7.871825,1.3433061405173121e-08
Li5F2P6,-7.8719773,1.3428351475263543e-08
Li7La5TiN5,-7.8729615,1.3397954543936169e-08
Li3Ti4Ge3La7,-7.8741894,1.3360127414742987e-08
Li4Br5F4Ge3,-7.874838,1.3340189534944415e-08
LiAl6N7Cl6Br3,-7.875191,1.3329350867132682e-08
LiLa6Al7Ge2,-7.8755875,1.3317187056638707e-08
Li6Al7Si5,-7.87583,1.3309753122873927e-08
Li5F4Zr2Al,-7.876313,1.3294958927769659e-08
Li2Br5Al7,-7.880611,1.3164034141936901e-08
Li3F5Zr5Ti2,-7.884154,1.3057078045201294e-08
LiSi6Al5O2Ge,-7.8850894,1.3028985477366825e-08
Li5Cl4La3,-7.887321,1.2962208413551554e-08
Li5Al7Si3,-7.887901,1.2944908946874162e-08
Li7La3N2,-7.8887997,1.29181493135689e-08
Li5S5Si7Al4,-7.889865,1.2886500650083481e-08
Li6O6Zr7,-7.889913,1.2885076460102299e-08
LiPSiCl7Al3,-7.8912163,1.2846466833910277e-08
Li4F5P7S6,-7.891416,1.2840561049250737e-08
Li3Ti4Zr2F5,-7.892362,1.2812621595495602e-08
Li4S6Al6P5,-7.8946934,1.2744024567144586e-08
Li4Cl2Zr3F5,-7.897522,1.2661291277451791e-08
Li3S2Al3,-7.897863,1.2651353767448187e-08
LiSiLa6P6N,-7.8986697,1.2627875747997727e-08
Li3SF2,-7.898754,1.2625424815140529e-08
Li5AlF3Cl2O,-7.8995395,1.2602610092822223e-08
LiN5S6,-7.9010396,1.2559154411276922e-08
Li7F5N,-7.9018884,1.2534632341226503e-08
Li2O2Al7,-7.9026074,1.2513897690281641e-08
Li2Br5S4FN3,-7.9033127,1.2493591447688833e-08
Li7Ge6FO4Si6,-7.903558,1.2486536758369274e-08
LiNSi,-7.905128,1.244147868917749e-08
Li4ClAl4O3,-7.905604,1.2427849919154163e-08
Li2Ge6S7,-7.907368,1.2377473352197384e-08
Li6ZrF7La,-7.908154,1.2355092465222889e-08
Li6ZrLa4O2,-7.9107966,1.2280142318158532e-08
Li7O6S3,-7.9115996,1.2257457610028536e-08
Li2Br4P7O4Ge7,-7.9143677,1.217957965317738e-08
LiF2Ti2Cl,-7.918432,1.2066129997863545e-08
LiBrSi2Cl4Al5,-7.918993,1.2050553634128769e-08
Li3Br4Cl3Al6,-7.9193177,1.2041547412346838e-08
Li4O4N6Al6Br3,-7.921784,1.1973358882798965e-08
Li4Si5Si2,-7.9221807,1.1962426985216446e-08
Li2Si3Ge4S6,-7.924237,1.1905921095191378e-08
Li2P3Al4,-7.9249864,1.1885394461539324e-08
LiLa5O2Ge3,-7.9252715,1.1877594652613065e-08
Li2F2Ge5,-7.925316,1.1876377676791624e-08
Li2Cl4S5O4,-7.925714,1.1865498807069568e-08
Li7Ge5Cl4O6,-7.9263363,1.1848508924511393e-08
Li6Br7F5P3,-7.9271894,1.1825257324117904e-08
Li3F2Br3,-7.928574,1.1787616554040263e-08
Li2F4Ti5,-7.931287,1.1714209856097108e-08
Li2Cl3TiS2F4,-7.9313416,1.171273722478101e-08
LiSi4Br5Al,-7.935204,1.1609031777635369e-08
Li6N7Al,-7.935476,1.160176328089797e-08
Li3N4TiLa3,-7.937808,1.1539633080196156e-08
Li3N3P2,-7.938291,1.152680642731657e-08
Li4S6O5Cl,-7.9396777,1.1490060091575961e-08
Li4F6Br7P7,-7.9401245,1.1478245253544777e-08
LiSiGe6F3Al4,-7.940498,1.1468378027935752e-08
Li3Cl7P7,-7.940533,1.1467453823107216e-08
Li3N6Cl4Si2P6,-7.941074,1.1453177726378524e-08
Li7Si2O5,-7.942929,1.1404362148732332e-08
Li7O5Si2,-7.942929,1.1404362148732332e-08
LiN5Ge6,-7.943694,1.1384291302671575e-08
Li7S2O6,-7.9449396,1.1351686795722795e-08
Li4O5La7Si4P4,-7.9452596,1.1343325644528231e-08
Li3Cl2N7Al4O,-7.946876,1.1301185406814603e-08
Li2Cl7AlSi4,-7.947452,1.1286206704009438e-08
Li6Zr3F7Si7,-7.9497604,1.1226376419838703e-08
Li3S5Ge6O4,-7.95016,1.1216051635628943e-08
Li4P2La3,-7.9503007,1.1212418518176939e-08
Li3Si6O5Zr2,-7.951936,1.1170278469589553e-08
Li4Ge6N7,-7.954427,1.1106392055579461e-08
Li3Ti4F4,-7.9548154,1.1096463782262633e-08
Li2Al3S2,-7.958083,1.101328809453411e-08
Li3Ti5La5,-7.9592957,1.098257809164047e-08
Li4S2Al5La6N7,-7.9610476,1.0938364718878328e-08
LiF3ZrBr4N6,-7.961256,1.0933117108195683e-08
Li3O6Si3La2P6,-7.9632735,1.088244547845873e-08
Li5Al6N7O3Ti2,-7.963438,1.0878324258033393e-08
Li2N5Ti2F2Si5,-7.964586,1.0849606819300112e-08
Li2Si4Cl7N,-7.9654613,1.0827761970620668e-08
Li3N7P2Si,-7.9690413,1.0738872842792967e-08
Li5O3Cl2N2Br6,-7.972168,1.0661836050638322e-08
Li7Si4SAl4,-7.973617,1.0626322689675744e-08
LiS6Ge6,-7.975621,1.0577401749909664e-08
Li2P5S3,-7.9769607,1.0544823138595428e-08
Li5F7ClTi7,-7.977906,1.0521895882484626e-08
Li3P4La5,-7.9781294,1.0516484837277963e-08
LiCl5N4Ge3O,-7.979652,1.0479679480110643e-08
Li7La6Zr4,-7.981536,1.0434316358989855e-08
LiCl3Si3,-7.9818015,1.0427939431616024e-08
LiSi3Cl3,-7.9818015,1.0427939431616024e-08
Li3F5Ti4P3,-7.98261,1.040854442082115e-08
Li2Si3Al7Ge,-7.9835825,1.0385263018308273e-08
Li6Si7Al7S4,-7.9843125,1.0367821226433228e-08
Li5Al2Si3,-7.987108,1.0301299167133406e-08
Li3Al6O2,-7.992407,1.0176372601136484e-08
Li7BrF7La6P4,-7.992453,1.0175294787880695e-08
Li2La4P3,-7.9929295,1.016413676197305e-08
Li7F5Cl2Al,-7.9942884,1.0132383056333527e-08
LiCl2Al2,-7.99434,1.0131179265060413e-08
Li5Ti3La5F4S5,-7.9953938,1.0106626122271273e-08
LiAlLa5P2,-7.9955196,1.0103699008308769e-08
Li4Si3Al4,-7.9959984,1.0092566043085736e-08
Li3O6P4Ge3Br5,-7.996724,1.0075717908880521e-08
Li5Si2Al7,-7.997181,1.0065120994904822e-08
Li7Si2O6,-7.9985237,1.0034050905669212e-08
Li6Br6F4Si5S5,-7.9986515,1.0031098616154555e-08
LiS3ClF,-7.999409,1.001361754136248e-08
Li7S6Al2O4,-8.000851,9.980424186524685e-09
Li2La7Cl5,-8.002397,9.94495906865415e-09
Li2N2P7Al6,-8.005239,9.88009225919965e-09
Li4Cl7Al2Zr7F7,-8.005537,9.873315158148739e-09
Li2Si7Br7SF4,-8.00587,9.86574758839314e-09
Li5Si5Al2,-8.006469,9.852149650742515e-09
Li3N7S6P5,-8.0075,9.828788730000316e-09
LiS4Si2N7,-8.007857,9.820712560652044e-09
Li4Cl4S7O7,-8.008529,9.805528357519002e-09
Li5Ge5O6N7P7,-8.008691,9.8018713933447e-09
Li6La7Br3O2,-8.009334,9.787369850792432e-09
LiSiAl5S2Br4,-8.009838,9.77601816793012e-09
Li7Al4S4,-8.011194,9.745542056372191e-09
Li2Br5F2Cl5Si,-8.011571,9.737085869875441e-09
Li3Al3Si2,-8.01372,9.68902329350116e-09
LiSAl3N7Si3,-8.013811,9.686993314329935e-09
Li4La7Si7O5,-8.014743,9.666227226602119e-09
Li5P6La7,-8.01477,9.665626297892725e-09
Li3La4P3Al4F5,-8.016566,9.625737189362611e-09
Li3La7Ge2N2F7,-8.016632,9.624274471299055e-09
Li3Al7N4Si4P5,-8.017913,9.595928426061577e-09
LiGe7Si2,-8.019314,9.565022588881259e-09
Li2La7Al7O6Cl6,-8.019752,9.555380817765987e-09
Li2Cl4N7GeP,-8.020341,9.542430377985094e-09
LiSi7O4Ge7,-8.020908,9.52998023674094e-09
Li6Zr3La6Si2,-8.021237,9.52276352934487e-09
Li6Cl6PGe4O5,-8.021903,9.508171356662113e-09
Li2Ti7La6,-8.024371,9.454291748528364e-09
Li3Al7N5Br7O,-8.025628,9.42696728663957e-09
Li3Ti5La7,-8.026232,9.413865737130762e-09
Li7SSi7La7,-8.027715,9.381774714947842e-09
LiN3Ge2,-8.028508,9.364659693947876e-09
Li3F2Ge3,-8.030637,9.318864565128542e-09
Li3F4Ge3N7,-8.032,9.289663867799362e-09
Li6Ge4Al4TiO7,-8.03321,9.263817697622826e-09
Li5S4Al2,-8.033314,9.261599567452344e-09
Li5S7F3Ge,-8.035806,9.2086082981291e-09
LiO7La6Ge5Zr,-8.037281,9.177386032248388e-09
Li5F2Al2,-8.037801,9.166404117745812e-09
Li4O5Si3Zr2,-8.037847,9.165433273590132e-09
Li2F2OSi3Zr,-8.037954,9.163175403411904e-09
Li3O3S2Cl6Si3,-8.037998,9.162247094830001e-09
Li3O3Br7,-8.038349,9.154845090803818e-09
Li3La7Zr2,-8.03959,9.128722387492129e-09
Li2Zr3O3,-8.044354,9.029131954869795e-09
Li2O3Zr3,-8.044354,9.029131954869795e-09
Li5Al5Si6,-8.044999,9.015732135526072e-09
Li6O2N4Al7Si2,-8.045667,9.001875455324836e-09
LiLa3Cl2BrF3,-8.049671,8.919263615249895e-09
Li5Cl5GeF5S6,-8.050196,8.908488013837164e-09
Li2TiAl7Si2P5,-8.05073,8.897541042698405e-09
Li4FN4P5,-8.052677,8.85774146133559e-09
Li6La7O5Br3,-8.053388,8.843251980061592e-09
LiBr3O,-8.053525,8.840462779412128e-09
LiOBr3,-8.053525,8.840462779412128e-09
Li4S5Al6Si2,-8.055534,8.799662182893156e-09
Li7ClLa5BrO2,-8.056036,8.789496549816239e-09
Li6Br6GeN7O,-8.0562725,8.784711432507255e-09
Li2OSi7,-8.058019,8.749454962974257e-09
Li4Al3Si3N5,-8.059672,8.716216318486199e-09
Li4La7Si7SF4,-8.060748,8.69464791143879e-09
LiSLa5,-8.061636,8.676888166259635e-09
Li7O4La7Al,-8.065773,8.59462633910288e-09
LiN4Br7,-8.066295,8.584302238738135e-09
Li5LaO5,-8.067154,8.567339951106409e-09
Li4Si6O5Ge2N2,-8.068964,8.531708330304013e-09
Li2OP3S3F3,-8.076173,8.391256565606774e-09
Li2O3Ge5Al3,-8.076221,8.390329180907485e-09
LiSN,-8.076528,8.384400206534016e-09
Li2La5Si7,-8.079232,8.332359512786121e-09
Li4Al2Si7,-8.079686,8.323653635097567e-09
Li2Zr3F4N5O4,-8.080787,8.302578681650694e-09
Li2F3Zr6Cl6,-8.081206,8.294572356409077e-09
Li3Zr4F2,-8.081927,8.280813431409851e-09
Li3Al3F2Ge,-8.082148,8.276600635044486e-09
Li2Al3Si2,-8.083511,8.250665875678757e-09
Li4Al2Ti7La7Si,-8.083654,8.247949628876024e-09
Li3O3Cl7La6N2,-8.084571,8.230552699314882e-09
LiNSi4Si6Cl,-8.084727,8.227596788752435e-09
Li3Ge7Br5O5,-8.0848465,8.225333203554398e-09
LiZr6O6,-8.085097,8.220590219387095e-09
Li7Br3F5,-8.085373,8.21536758314617e-09
Li4N6S2Al3,-8.0857,8.209184188699047e-09
LiCl3F4La7Si6,-8.08845,8.157366968847066e-09
Li5F7Zr3Ge4Cl6,-8.08854,8.155676671153305e-09
Li3O2S,-8.088653,8.153554904432279e-09
LiNBrF4P2,-8.090968,8.110208138742766e-09
Li3Al2S3Si7,-8.090976,8.110058744563863e-09
Li5S5Br7O6,-8.090987,8.109853332061197e-09
Li3O6Si4Ge5Al5,-8.091947,8.091946448478554e-09
Li6Ge3F5Al4N2,-8.093328,8.066255978442029e-09
Li6Ti2La3,-8.093743,8.058551765076205e-09
Li2Al5F2La3,-8.099364,7.954923362090372e-09
Li3O3Al6La7,-8.102456,7.898488678924033e-09
Li3Al7SiP5,-8.103461,7.880231934019078e-09
Li7LaO7S,-8.104636,7.858940486529167e-09
LiTi2La3,-8.107794,7.802000970532819e-09
Li6La6Br3O7,-8.108072,7.797008362259932e-09
Li3Br5P6F5,-8.109057,7.77934442504927e-09
Li4Ge6F3,-8.111563,7.734584705380196e-09
Li4F3Ge6,-8.111563,7.734584705380196e-09
LiFBr3,-8.112629,7.715623017114041e-09
Li6GeLa7Zr3,-8.112787,7.712816518849172e-09
Li3Ge6O4S6,-8.11331,7.703533934509895e-09
Li7N2Al6,-8.114006,7.691198144302926e-09
Li7Br7Si7F3Cl4,-8.114619,7.680349794030903e-09
LiO3P2F4Ge,-8.120687,7.57378548006335e-09
Li2N6P3O3Al7,-8.121602,7.557845331560397e-09
Li5O5La4Ge,-8.123399,7.526637501268199e-09
Li6F6La6Al5S5,-8.123802,7.519656459275189e-09
Li3P7Cl6,-8.125108,7.497077494331686e-09
LiBrCl6N4,-8.129398,7.423385256239914e-09
Li6O6Br2La7S,-8.130002,7.413068274489576e-09
Li6N7Si5Al3,-8.132357,7.372979052106334e-09
Li3S7Br6F4O,-8.1368,7.297935152144501e-09
LiF4O4Ge2La3,-8.137996,7.277865076674098e-09
Li5Al5N,-8.139446,7.2536066353546964e-09
Li4O5Br5Si3,-8.140623,7.233974940975769e-09
Li7N7F5Ge6,-8.140889,7.2295455773781165e-09
Li2P5OS3,-8.14474,7.165722736709994e-09
Li3Al4Cl3O3,-8.145921,7.146263077958318e-09
Li3Al7N7Si3,-8.147109,7.126741394576943e-09
Li2Si3Si2,-8.14738,7.122295691159287e-09
Li2S5Cl4,-8.148399,7.105603994933743e-09
Li3Br6S4N7,-8.149992,7.079588253475287e-09
Li5Cl2O4,-8.150084,7.0780886877105825e-09
Li3O3Al7,-8.15035,7.073754773281778e-09
LiCl3Si7,-8.150644,7.068967744624109e-09
LiAl5Br6Si3,-8.150809,7.066282566282634e-09
Li3F3Zr5Cl2,-8.151488,7.055243381392149e-09
Li7Cl3O5,-8.151628,7.052969406180099e-09
Li3O4P7,-8.153171,7.027955452391532e-09
Li3La5O7Ge2,-8.159093,6.932773314254062e-09
Li5S4Al,-8.159129,6.932198659254338e-09
Li5Cl4La5,-8.159202,6.9310335328368775e-09
Li2Si5O3Al3Cl3,-8.162297,6.881815102283392e-09
LiTi3La5,-8.170125,6.758884110707851e-09
Li5NAl4ClLa5,-8.17016,6.7583394309532175e-09
LiS5ClAl3,-8.173784,6.702178650075724e-09
Li3Zr6N2P4F7,-8.174919,6.684685816118306e-09
Li2P5Al4,-8.177579,6.643868071496255e-09
Li6Zr3O5,-8.177889,6.639127361470022e-09
Li3S4P6Si3,-8.179383,6.6163275896648685e-09
Li3La7La3Cl6,-8.185396,6.525352841636444e-09
Li2Cl3La4,-8.188384,6.480611692082964e-09
Li2FSi2,-8.19151,6.434132496841569e-09
Li5F3Cl3,-8.192875,6.4139415809886755e-09
Li3Al5La4,-8.193034,6.41159379603268e-09
Li3Zr2O3,-8.194701,6.387030646327398e-09
LiPAl3,-8.195751,6.371607282851426e-09
Li5O7TiZr6,-8.198873,6.3259681354589205e-09
Li2Al4La3,-8.203543,6.258308966113533e-09
Li7P5O7N6S5,-8.20512,6.235625149863711e-09
Li4Zr2Ti2F6P7,-8.206195,6.220209325138973e-09
Li4F2Ti,-8.206263,6.219235467216058e-09
Li7Si3Al4La6F4,-8.207465,6.202046242270627e-09
LiGe5P2O2,-8.207943,6.195223804119906e-09
Li4P4S2Ge4O7,-8.207944,6.1952095391063606e-09
Li4Cl6BrN6,-8.208493,6.1873830035597005e-09
Li7F5Zr7,-8.214526,6.102025244269863e-09
Li3NN2,-8.218065,6.052502813567162e-09
Li3N7Ge3F4S4,-8.21904,6.038930062135235e-09
Li7N6Al4,-8.220557,6.017872747309407e-09
Li6Ge4N2O5P2,-8.220912,6.012955641499648e-09
Li2Si3O3Ge4N5,-8.221473,6.005193419129301e-09
LiN2Si4La5N7,-8.222924,5.985163241386485e-09
Li7La5F3Br5,-8.22476,5.959914095655154e-09
LiLa3P5,-8.2259865,5.943106324142818e-09
Li2Al4S7P,-8.226271,5.939214356533698e-09
Li6La7AlBr,-8.226689,5.933500728190381e-09
Li7Si7Al2,-8.228475,5.909149803963747e-09
Li6Cl6La7,-8.230637,5.879806039584085e-09
Li7Br6Cl7O5,-8.2313595,5.8700324220453545e-09
Li6P7O4,-8.232719,5.851685812094849e-09
Li2N6Zr2O4Br5,-8.233447,5.84188495360047e-09
LiN5BrO3,-8.23391,5.83566025682716e-09
Li6La7P3,-8.234328,5.830046249343376e-09
Li7Si7F4,-8.23468,5.825322853271708e-09
LiO3Br4Si5P2,-8.2363405,5.803092591171436e-09
Li7O5N2Al,-8.236954,5.794900721356738e-09
Li2AlS5O3,-8.239621,5.759423313005889e-09
Li6F7Ti6,-8.240225,5.751418896804672e-09
Li6Br2N5F2P4,-8.243179,5.7124314301008886e-09
Li4F3Zr,-8.248085,5.6482641631807725e-09
LiAlN,-8.249467,5.630318979210941e-09
LiNAl,-8.249467,5.630318979210941e-09
LiGe2O3La6N2,-8.250447,5.617628300287004e-09
Li7P6F3AlLa6,-8.250899,5.611784691370041e-09
Li7La3P,-8.2518635,5.599335625641587e-09
LiSi5SN6Ge5,-8.252611,5.589706437123623e-09
LiGe6F2Br3N2,-8.252626,5.589513378836903e-09
LiCl6BrN4Si5,-8.253523,5.577980606764718e-09
Li6F3La2O5,-8.255076,5.5580698450079625e-09
Li6ON7Br5Si2,-8.255542,5.552109208667872e-09
Li2P3Cl7,-8.255819,5.5485691132728455e-09
LiS4Al7Cl,-8.256798,5.536075444944887e-09
Li3La5S2,-8.256934,5.534342085629278e-09
Li4P2BrO4,-8.258735,5.511438935877949e-09
LiSi4Cl3,-8.260349,5.490994389965695e-09
Li3Cl4O4Si7Br5,-8.261263,5.479450399362181e-09
Li4Zr2F5P7,-8.26134,5.478478984118047e-09
LiP3O2,-8.262214,5.46746485420786e-09
Li4Br2Al5P5F4,-8.262414,5.464947573263758e-09
LiLa2Cl,-8.269328,5.3786340886349906e-09
Li7La5Zr4F6,-8.2696705,5.374393979589224e-09
Li5Ge4F4Si4,-8.270605,5.362841975653222e-09
Li6OF4Ge6S6,-8.272168,5.343576115606934e-09
Li2GeBr2F2,-8.27325,5.330279715909131e-09
Li4P7Si4O4Al4,-8.273305,5.329604720407644e-09
Li2ZrF7,-8.273767,5.323938131792504e-09
Li2S3Al7La7,-8.275194,5.306473503082029e-09
LiAlLa,-8.27645,5.291149103083219e-09
Li3Al7Cl6,-8.280056,5.247397934377657e-09
Li2S3Al5,-8.280058,5.2473737692727745e-09
Li3LaZrF7,-8.280204,5.2456100171619166e-09
Li6BrLa3,-8.284525,5.1936777543404225e-09
LiBr3S6Si7F,-8.287155,5.162320928000088e-09
LiSi3Si,-8.288434,5.147140224774803e-09
LiAl3F3Ge6Br,-8.29129,5.113402742113402e-09
Li5La4F4Al5,-8.292911,5.094352589656685e-09
Li2AlTiN6,-8.297827,5.0370121680940296e-09
Li7Al4O5P2,-8.2983,5.03152922989319e-09
Li2N3P2,-8.299066,5.0226625401006975e-09
Li3F5La6Zr7N2,-8.299658,5.015820660475028e-09
Li7Si5F5,-8.301304,4.996846403437836e-09
LiCl7Si2,-8.301612,4.99330391522143e-09
LiS3La5Al6N7,-8.302141,4.987225436683967e-09
Li3F3Al3Si5La7,-8.303504,4.9715979469322715e-09
Li7Ge2O7Cl7,-8.30353,4.9713003201310574e-09
Li2Si6Cl7,-8.305955,4.943619082993332e-09
Li7Si3Al5,-8.307535,4.925666455684288e-09
Li5N6O5Si5Al3,-8.309735,4.900777662788492e-09
Li2La6Si2AlTi3,-8.309931,4.898566408115295e-09
LiCl5Br7,-8.310317,4.894214507110403e-09
Li5Al4FS7O3,-8.311081,4.885612295866752e-09
Li4Cl7P2N7,-8.311486,4.881058356670595e-09
Li4Ti5F4,-8.311675,4.878934637945486e-09
Li2N3P6,-8.313955,4.853387865803055e-09
Li4La6Si7,-8.31412,4.851544285177023e-09
Li3La5Al5P,-8.314231,4.8503044522424e-09
Li3La4S2,-8.316912,4.820454633913456e-09
Li2La7F3S7N2,-8.318578,4.801998278190992e-09
LiZrClF6,-8.318826,4.799256922585177e-09
Li2La2O5F6,-8.319735,4.789222343705741e-09
LiP3Si2,-8.32019,4.784207416825336e-09
Li4La6N3SGe,-8.323265,4.750452719661542e-09
Li5O7Zr3P,-8.323827,4.74430935868673e-09
Li7O4S7N,-8.325819,4.722598229901365e-09
Li2OLa2BrF7,-8.331894,4.656997448614999e-09
Li7La6Cl6La6,-8.334484,4.629307184613875e-09
Li7S3N7La6,-8.334568,4.628411883807927e-09
Li3Al7La6,-8.335628,4.617128907875288e-09
LiLa2Si2,-8.336336,4.609608056705909e-09
Li3P2La4O,-8.337636,4.595830468403852e-09
Li3P2Al7F2Cl5,-8.339602,4.575072704261553e-09
Li5O4Si4N5Al3,-8.344823,4.520401392141933e-09
Li5Al3Si2,-8.345421,4.51418132737277e-09
Li4F3Br4Cl4,-8.34677,4.500181189488664e-09
Li2GeF4Br3La7,-8.348816,4.479030295928897e-09
Li2Al7N,-8.349078,4.476329013543672e-09
Li5La5Ti2S2,-8.350038,4.466445098355435e-09
Li4FS2P5N2,-8.3520565,4.445734264565824e-09
Li2PAl3Si5S6,-8.355093,4.414758993986916e-09
Li5O7Ge,-8.36043,4.360838467476646e-09
Li6O3P4,-8.362633,4.338773710346363e-09
Li2O2Zr,-8.36301,4.3350089654558805e-09
Li2ZrO2,-8.36301,4.3350089654558805e-09
Li6Cl5La7La6,-8.366586,4.299460862796658e-09
Li5Zr6F4,-8.369264,4.273030571513502e-09
Li6N5Al,-8.37111,4.25490629362506e-09
Li6AlN5,-8.37111,4.25490629362506e-09
Li3Al2N5Br2F2,-8.373503,4.231525866720067e-09
Li3P5N5,-8.375109,4.215906785721935e-09
LiFZr,-8.377089,4.196729715652274e-09
Li4La5PN7,-8.38388,4.131616470016454e-09
Li7La6Si4,-8.385944,4.112027401269642e-09
Li2TiAl7,-8.387697,4.09546293680197e-09
Li2P4Al3Si5,-8.387929,4.093275725815283e-09
Li7F3O5Al,-8.3884115,4.088730632766153e-09
Li3PF2Cl2,-8.388561,4.087323384787558e-09
LiCl5Al7,-8.389088,4.082366579828656e-09
Li5La6Si4O,-8.390265,4.071317762727476e-09
Li3Al4La4,-8.391872,4.0562806895495476e-09
Li3N3S2,-8.391874,4.056262009729659e-09
Li7Cl5LaF6,-8.392594,4.049542861302023e-09
Li2S6O3La6,-8.39272,4.048368155171236e-09
Li2P5Al5,-8.3935175,4.0409409111738955e-09
Li2S6Br6Cl3F3,-8.394389,4.032840073999351e-09
Li2S7Ge2O7,-8.395013,4.027049797327591e-09
Li2Cl7Al2Si6,-8.397213,4.006701604999002e-09
LiSi2P2Al2,-8.398832,3.991792887382302e-09
Li7La7Al5,-8.399016,3.99010202012264e-09
Li3S4Zr3F6,-8.399275,3.9877231542320795e-09
Li7ZrF6,-8.400124,3.979935190002915e-09
Li4Al7La7Cl,-8.402431,3.958849573967559e-09
LiAlSi2,-8.402942,3.954194247806498e-09
LiO2Zr2,-8.404122,3.943465085143785e-09
Li6BrLa7Ti4,-8.404596,3.9391634353376e-09
